,Point ID,Observed Value [mGal],Time,Voltage [V],Temperature [Â°C],Altitude,Counter Reading,Remark,Date,Profile,ID,lat,lon,ele,time,cmt,name,x,y,Ele_tiff,minutes,drift factor,Corrected Value [mGal],Reading difference [mGal],abs_Grav,Elevation_corrected_normal,gravity_disturbance_Tomasz_Leo,Theo_Grav,gravity_disturbance_Andrea,gravity_disturbance_comparison,gravity_bouger_corrected,gravity_bouger_corrected1800,gravity_bouger_corrected2000,gravity_bouger_corrected2200,gravity_bouger_corrected2400,gravity_bouger_corrected2600,bouger_rho_delta,regional,residual,CORRECTEDx,CORRETED
82,5006,4861.63707,01/01/1900 11:13,12.6,49.9,16,4751.5,,19.12.2022,,63,51.44535103,6.220670007,14.972722,2022-12-19T10:12:31Z,,5006,306865.2995,5703015.998,18.84,36.94,0.000309782,4861.625627,-4.215501365,981180.2645,981192.718,-12.45345642,981192.7198,-12.45526472,-0.001808299,-14.56294777,-13.87558534,-14.03359987,-14.19161417,-14.34962847,-14.50764277,-0.632057428,-14.40068912,-0.16225865,212931.9508,384360.7609
83,5007,4861.021842,01/01/1900 11:24,12.6,50,16,4750.9,,19.12.2022,,64,51.446008,6.21558697,16.190699,2022-12-19T10:24:36Z,,5007,306514.9211,5703102.461,18.73,47.64,0.000309782,4861.007084,-4.834044037,981179.646,981192.8099,-13.1639673,981192.8117,-13.16576566,-0.001798359,-15.26114195,-14.57779293,-14.73488479,-14.89197641,-15.04906814,-15.20616,-0.628367066,-15.91347412,0.652332169,212577.7619,384429.8178
84,1001,4865.943666,01/01/1900 11:38,12.6,49.9,27,4755.7,next to turbine,19.12.2022,,1,51.46544396,6.234485982,27.437416,2022-12-19T10:38:17Z,,1001,307909.602,5705213.651,33.0325,61.25,0.000309782,4865.924692,0.083563823,981184.5636,981190.1126,-5.549003989,981190.1157,-5.552140624,-0.003136635,-9.247612149,-8.042447478,-8.31949702,-8.596546323,-8.873595387,-9.150644929,-1.108197451,-8.911260656,-0.336351493,213866.4114,386607.1021
85,1002,4866.302549,01/01/1900 11:43,12.5,49.9,26,4756.05,,19.12.2022,,2,51.465479,6.236757981,25.715065,2022-12-19T10:43:34Z,,1002,308067.533,5705211.586,32.9375,66.11,0.000309782,4866.282069,0.44094128,981184.9209,981190.145,-5.224038226,981190.1481,-5.22716542,-0.003127194,-8.912009102,-7.710310561,-7.986563307,-8.262815815,-8.539068085,-8.815320832,-1.105010271,-8.413249843,-0.498759259,214024.239,386612.8367
86,1003,4864.559403,01/01/1900 11:52,12.5,50,27,4754.35,next to turbine,19.12.2022,,3,51.46441198,6.231091982,26.819576,2022-12-19T10:53:18Z,,1003,307669.5577,5705107.823,34.7125,74.86,0.000309782,4864.536213,-1.304915316,981183.1751,981189.503,-6.327907283,981189.5063,-6.331202203,-0.00329492,-10.21462293,-8.948164899,-9.23930474,-9.530444581,-9.821584184,-10.11272402,-1.164559126,-9.784156979,-0.430465954,213631.904,386489.5611
87,1004,4865.841128,01/01/1900 12:08,12.5,50,19,4755.6,,19.12.2022,,4,51.464415,6.229206976,19.35178,2022-12-19T11:10:07Z,,1004,307538.6592,5705113.113,28.68,90.42,0.000309782,4865.813117,-0.028010532,981184.452,981191.3649,-6.912899395,981191.3676,-6.915625607,-0.002726212,-10.12416329,-9.07779636,-9.318340679,-9.55888476,-9.799428841,-10.03997292,-0.962176561,-10.2377137,0.113550411,213500.9148,386488.382
88,1005,4867.174122,01/01/1900 12:28,12.5,49.9,18,4756.9,,19.12.2022,,5,51.46602902,6.239920976,18.324097,2022-12-19T11:28:27Z,,1005,308289.5001,5705264.451,32.08,109.86,0.000309782,4867.140089,1.298961297,981185.779,981190.4582,-4.679210553,981190.4612,-4.682257299,-0.003046746,-8.27116836,-7.100755104,-7.369815716,-7.638876328,-7.907936701,-8.176997313,-1.076242208,-7.713076084,-0.558092276,214243.3077,386676.5915
89,1006,4867.686812,01/01/1900 12:35,12.5,49.9,21,4757.4,,19.12.2022,,6,51.46573297,6.242638975,20.941654,2022-12-19T11:34:47Z,,1006,308477.0152,5705224.421,31.6725,116.67,0.000309782,4867.65067,1.809541678,981186.2895,981190.5578,-4.268243378,981190.5608,-4.271251223,-0.003007845,-7.81457383,-6.65902788,-6.924670761,-7.190313404,-7.455956047,-7.721598929,-1.062571049,-7.207059305,-0.607514525,214432.5557,386645.8711
90,1007,4868.507116,01/01/1900 12:41,12.5,49.9,22,4758.2,,19.12.2022,,7,51.467277,6.244113017,21.83252,2022-12-19T11:40:44Z,,1007,308585.8469,5705392.237,31.265,122.5,0.000309782,4868.469168,2.628039647,981187.108,981190.8199,-3.711842157,981190.8229,-3.714812552,-0.002970395,-7.212545253,-6.071866609,-6.33409176,-6.596316673,-6.858541586,-7.120766737,-1.048900127,-6.812067525,-0.400477728,214532.961,386818.8424
91,1008,4869.429958,01/01/1900 12:46,12.5,49.9,23,4759.1,,19.12.2022,,8,51.46767698,6.247501988,24.030109,2022-12-19T11:46:07Z,,1008,308822.8648,5705427.852,32.215,127.36,0.000309782,4869.390504,3.549376104,981188.0294,981190.562,-2.532655247,981190.5651,-2.535714945,-0.003059698,-6.139728792,-4.964390047,-5.234583147,-5.50477577,-5.774968393,-6.045161493,-1.080771446,-6.188253882,0.04852509,214767.9132,386866.1131
92,1009,4870.3528,01/01/1900 12:51,12.5,49.9,30,4760,,19.12.2022,,9,51.46833999,6.251338972,30.295929,2022-12-19T11:52:20Z,,1009,309092.0886,5705491.554,35.177498,132.22,0.000309782,4870.311841,4.470712561,981188.9507,981189.7063,-0.755637155,981189.7097,-0.758976712,-0.003339557,-4.694417701,-3.410994754,-3.706034647,-4.001074539,-4.296114193,-4.591154085,-1.18015933,-5.526088898,0.831671197,215033.6432,386943.0247
93,1010,4870.762952,01/01/1900 12:56,12.5,49.9,32,4760.4,,19.12.2022,,10,51.46853797,6.25382496,32.298378,2022-12-19T11:56:10Z,,1010,309265.5491,5705507.086,36.015,137.08,0.000309782,4870.720487,4.879359018,981189.3594,981189.4654,-0.106019323,981189.4688,-0.109438683,-0.003419359,-4.13857395,-2.824595516,-3.126659697,-3.428723639,-3.730787581,-4.032851761,-1.208256245,-5.146768842,1.008194892,215206.1124,386967.1007
94,1011,4871.275642,01/01/1900 13:00,12.4,49.9,33,4760.9,,19.12.2022,,11,51.46906503,6.256367024,33.272461,2022-12-19T12:02:24Z,,1011,309444.2737,5705559.065,35.38,140.97,0.000309782,4871.231972,5.390843964,981189.8708,981189.7079,0.162965052,981189.7112,0.15960624,-0.003358812,-3.798489578,-2.507678516,-2.804416903,-3.10115505,-3.39789296,-3.694631346,-1.186952829,-4.764716096,0.966226517,215382.0395,387027.8366
95,1012,4871.89087,01/01/1900 13:03,12.4,49.9,31,4761.5,next to turbine,19.12.2022,,12,51.46960298,6.259024004,31.24332,2022-12-19T12:03:51Z,,1012,309631.0195,5705611.963,34.285,143.89,0.000309782,4871.846295,6.005167399,981190.4852,981190.0933,0.391869612,981190.0966,0.388614287,-0.003255326,-3.446979217,-2.196118288,-2.483672552,-2.771226816,-3.058780841,-3.346335344,-1.150217056,-4.396828946,0.949849729,215565.9322,387089.8865
96,1013,4872.198484,01/01/1900 13:07,12.5,49.9,32,4761.8,,19.12.2022,,13,51.47005904,6.261634966,31.766989,2022-12-19T12:07:10Z,,1013,309814.2251,5705655.883,33.872498,147.78,0.000309782,4872.152704,6.311576345,981190.7916,981190.2609,0.530710839,981190.2641,0.527493564,-0.003217274,-3.26195059,-2.026139356,-2.310234167,-2.5943285,-2.878423073,-3.162517645,-1.136378288,-4.069954262,0.808003672,215746.7327,387142.7953
97,1014,4872.762443,01/01/1900 13:10,12.4,49.9,31,4762.35,,19.12.2022,,14,51.47056597,6.263935966,31.05723,2022-12-19T12:10:48Z,,1014,309976.1148,5705706.27,32.807503,150.69,0.000309782,4872.715762,6.874633878,981191.3546,981190.6343,0.720347547,981190.6374,0.71723148,-0.003116067,-2.953067637,-1.756112195,-2.031274415,-2.306436635,-2.581598616,-2.856761075,-1.10064888,-3.800747719,0.847680082,215905.9256,387201.1105
98,1015,4873.377671,01/01/1900 13:20,12.5,49.9,31,4762.95,,19.12.2022,,15,51.47191697,6.267958023,31.210348,2022-12-19T12:19:33Z,,1015,310261.0129,5705846.046,31.56,160.42,0.000309782,4873.327976,7.486847695,981191.9668,981191.1386,0.828289745,981191.1416,0.825290685,-0.00299906,-2.7054441,-1.554002764,-1.818701985,-2.083401206,-2.348100188,-2.612799647,-1.058796883,-3.363345308,0.657901208,216183.5549,387354.7731
99,1016,4873.377671,01/01/1900 13:31,12.5,49.9,31,4762.95,,19.12.2022,,16,51.47333401,6.268625977,33.684559,2022-12-19T12:27:03Z,,1016,310313.2744,5706001.869,31.56,171.11,0.000309782,4873.324664,7.48353612,981191.9635,981191.2637,0.699855025,981191.2667,0.696855689,-0.002999337,-2.833878819,-1.682437484,-1.947136704,-2.211835925,-2.476534907,-2.741234366,-1.058796883,-3.237960849,0.40408203,216228.0551,387512.9757
100,1017,4873.94163,01/01/1900 13:38,12.5,49.9,,4763.5,,19.12.2022,,17,51.47406701,6.274273032,33.822346,2022-12-19T12:36:18Z,,1017,310708.4167,5706068.747,30.875,177.92,0.000309782,4873.886514,8.045385502,981192.5254,981191.5398,0.985591763,981191.5427,0.982656425,-0.002935339,-2.47144354,-1.344993716,-1.603948003,-1.862901813,-2.121855622,-2.380809909,-1.035816193,-2.829357121,0.357913581,216619.3863,387599.2784
101,1018,4873.685285,01/01/1900 13:43,12.4,49.9,33,4763.25,,19.12.2022,,18,51.47246397,6.276945015,32.528393,2022-12-19T12:41:35Z,,1018,310887.3128,5705883.607,31.325,182.78,0.000309782,4873.628663,7.787534959,981192.2675,981191.2594,1.008156951,981191.2624,1.00517959,-0.002977362,-2.499264304,-1.356396739,-1.619124953,-1.881853167,-2.144581381,-2.407309596,-1.050912857,-2.762845918,0.263581614,216807.1939,387423.2099
102,1019,4873.736554,01/01/1900 13:47,12.3,49.9,35,4763.3,,19.12.2022,,19,51.47285096,6.28037204,34.612572,2022-12-19T12:48:57Z,,1019,311126.8743,5705917.786,31.075,186.67,0.000309782,4873.678727,7.837598905,981192.3176,981191.3707,0.946899642,981191.3737,0.943946094,-0.002953549,-2.532529603,-1.39878274,-1.65941454,-1.920045863,-2.180677186,-2.441308747,-1.042526007,-2.614620358,0.082090755,217044.7599,387469.1737
103,1020,4874.044168,01/01/1900 13:50,12.3,49.9,33,4763.6,,19.12.2022,,20,51.47384103,6.282243971,33.339252,2022-12-19T12:54:24Z,,1020,311260.9426,5706023.038,29.95,189.58,0.000309782,4873.985439,8.144311438,981192.6243,981191.8053,0.81901613,981191.8081,0.816167838,-0.002848292,-2.534448235,-1.441746323,-1.692942231,-1.9441379,-2.195333808,-2.446529715,-1.004783392,-2.527786423,-0.006661812,217173.459,387580.9105
104,1021,4873.972391,01/01/1900 13:58,12.3,49.9,34,4763.53,,19.12.2022,,21,51.475043,6.28388104,33.623806,2022-12-19T12:59:57Z,,1021,311379.5725,5706152.459,30.6625,197.36,0.000309782,4873.911253,8.07012473,981192.5501,981191.6915,0.858576284,981191.6945,0.855660836,-0.002915447,-2.574665799,-1.455968871,-1.71314074,-1.970312371,-2.227484002,-2.484655871,-1.028687,-2.455469807,-0.119195992,217285.5461,387716.0231
105,1022,4874.197975,01/01/1900 14:03,12,49.9,33,4763.75,,19.12.2022,,22,51.47477704,6.286363006,33.179295,2022-12-19T13:04:07Z,,1022,311550.8068,5706116.495,30.4025,202.22,0.000309782,4874.135331,8.294202787,981192.7742,981191.7483,1.025901202,981191.7512,1.023010642,-0.002890559,-2.378229019,-1.269017812,-1.524009105,-1.778999921,-2.033990976,-2.288982269,-1.019964457,-2.437441688,0.05921267,217458.3365,387688.5605
106,1023,4874.608127,01/01/1900 14:08,11.9,49.9,32,4764.15,,19.12.2022,,23,51.47512799,6.288226973,31.886749,2022-12-19T13:08:52Z,,1023,311681.6747,5706150.718,29.8975,207.08,0.000309782,4874.543977,8.702849245,981193.1828,981191.9351,1.247717003,981191.938,1.24487331,-0.002843694,-2.099868675,-1.009082218,-1.259838005,-1.510593315,-1.761348863,-2.012104412,-1.003022194,-2.423577587,0.323708912,217587.3468,387729.2017
107,2008,4871.583256,01/01/1900 14:16,12.6,49.9,32,4761.2,new battery,19.12.2022,,31,51.46081497,6.270642998,33.565643,2022-12-19T13:17:25Z,,2008,310401.4201,5704604.72,33.87,214.86,0.000309782,4871.516696,5.675568137,981190.1556,981189.4454,0.710215954,981189.4486,0.707001713,-0.003214241,-3.082165572,-1.846445652,-2.130519482,-2.414592835,-2.698666426,-2.982740017,-1.136294365,-3.665235749,0.583070178,216385.0684,386121.9778
108,2009,4869.84011,01/01/1900 14:22,12.7,49.9,33,4759.5,,19.12.2022,,32,51.46094799,6.26238104,35.886124,2022-12-19T13:23:12Z,,2009,309828.1423,5704640.939,37.22,220.69,0.000309782,4869.771744,3.930616105,981188.4106,981188.4233,-0.012672108,981188.4268,-0.016203586,-0.003531478,-4.180149238,-2.822207134,-3.134377878,-3.446548384,-3.758718889,-4.070889633,-1.248682499,-4.493483922,0.313334684,215810.741,386129.8481
109,2010,4869.84011,01/01/1900 14:28,12.7,49.9,36,4759.5,,19.12.2022,,33,51.46112502,6.257084012,36.066578,2022-12-19T13:28:25Z,,2010,309460.9785,5704674.395,36.5975,226.53,0.000309782,4869.769935,3.928806975,981188.4088,981188.631,-0.22221719,981188.6345,-0.225690114,-0.003472924,-4.319993603,-2.984763014,-3.291712868,-3.598662245,-3.90561186,-4.212561476,-1.227798462,-5.159761512,0.839767909,215442.3994,386145.1346
110,2011,4868.507116,01/01/1900 14:35,12.7,49.9,33,4758.2,,19.12.2022,,34,51.45924697,6.251003025,33.384995,2022-12-19T13:34:29Z,,2011,309030.7876,5704481.431,34.61,233.33,0.000309782,4868.434834,2.593706455,981187.0737,981189.0785,-2.004814528,981189.0818,-2.008098699,-0.003284171,-5.880053185,-4.617334984,-4.907615088,-5.197895192,-5.488175057,-5.778455399,-1.161120415,-6.198376672,0.318323487,215022.2908,385931.1826
111,3010,4870.968028,01/01/1900 14:49,12.7,49.9,32,4760.6,,19.12.2022,,44,51.45469098,6.27849902,31.855587,2022-12-19T13:49:24Z,,3010,310921.7427,5703903.51,34.255,246.94,0.000309782,4870.89153,5.050402315,981189.5304,981188.7857,0.744664789,981188.789,0.741415783,-0.003249005,-3.090824961,-1.841058612,-2.128361344,-2.415663838,-2.702966571,-2.990269303,-1.149210691,-3.325923462,0.2350985,216939.3395,385447.3558
112,3011,4871.685794,01/01/1900 14:56,12.6,49.9,30,4761.3,,19.12.2022,,45,51.45539003,6.286201989,29.670126,2022-12-19T13:56:44Z,,3011,311459.704,5703961.369,32.22,253.75,0.000309782,4871.607187,5.766058696,981190.2461,981189.4755,0.770586176,981189.4785,0.767529248,-0.003056928,-2.837047176,-1.66152628,-1.931761103,-2.201995688,-2.472230272,-2.742465334,-1.080939054,-2.957509727,0.120462551,217473.755,385531.6979
113,5008,4868.507116,01/01/1900 15:06,12.6,49.9,36,4758.2,,19.12.2022,,65,51.44210103,6.277685976,36.073174,2022-12-19T14:08:20Z,,5008,310813.2124,5702505.804,37.96,263.47,0.000309782,4868.425498,2.584369611,981187.0644,981186.5305,0.533881924,981186.5341,0.530285835,-0.003596089,-3.716451862,-2.331511476,-2.649888971,-2.96826575,-3.286642768,-3.605020263,-1.273508787,-3.767817218,0.051365357,216899.9423,384046.0849
114,5009,4868.968537,01/01/1900 15:10,12.6,49.9,32 (crossed out),4758.65,,19.12.2022,,66,51.44141296,6.283024997,32.240425,2022-12-19T14:10:49Z,,5009,311181.3459,5702415.521,36.4075,267.36,0.000309782,4868.885714,3.044585557,981187.5246,981186.9488,0.575768075,981186.9523,0.572318713,-0.003449362,-3.500734725,-2.172435918,-2.477791944,-2.78314797,-3.088503995,-3.393860021,-1.221424103,-3.416804984,-0.083929742,217272.0605,383974.088
115,5010,4870.506607,01/01/1900 15:16,12.6,49.9,31,4760.15,,19.12.2022,,67,51.44444704,6.290145004,31.151287,2022-12-19T14:16:18Z,,5010,311688.561,5702734.53,33.23,273.19,0.000309782,4870.421978,4.580849525,981189.0608,981188.1974,0.863486749,981188.2005,0.860337236,-0.003149514,-2.857234973,-1.644864815,-1.923570889,-2.202276486,-2.480982083,-2.759688157,-1.114823341,-3.054590746,0.197355773,217762.8809,384317.7251
116,5011,4870.557876,01/01/1900 15:22,12.6,49.9,29,4760.2,,19.12.2022,,68,51.44240001,6.296902997,28.690506,2022-12-19T14:22:31Z,,5011,312149.7022,5702489.574,32.34,279.03,0.000309782,4870.471437,4.630309395,981189.1103,981188.2912,0.819084525,981188.2943,0.816018978,-0.003065547,-2.801985145,-1.622085929,-1.893327118,-2.164568306,-2.435809494,-2.707050682,-1.084964752,-2.975089065,0.17310392,218235.5248,384095.8438
117,5012,4870.968028,01/01/1900 15:28,12.6,49.9,28,4760.6,,19.12.2022,,69,51.44115203,6.304090982,27.533092,2022-12-19T14:28:15Z,,5012,312644.0361,5702332.402,29.68,284.86,0.000309782,4870.879783,5.038655364,981189.5187,981189.0019,0.516776179,981189.0047,0.513960857,-0.002815322,-2.806456472,-1.7236053,-1.972536708,-2.221468116,-2.470399286,-2.719330693,-0.995725393,-3.054027662,0.24757119,218736.9872,383963.2723
118,4008,4868.660923,01/01/1900 15:34,12.6,49.9,38,4758.35,on highway,19.12.2022,,53,51.44860002,6.276716022,37.89991,2022-12-19T14:35:06Z,,4008,310772.6953,5703230.897,39.315002,290.69,0.000309782,4868.570872,2.729744332,981187.2097,981186.6863,0.523436028,981186.69,0.519708564,-0.003727464,-3.878615898,-2.444239181,-2.773981136,-3.103722852,-3.433464569,-3.763206523,-1.318967342,-3.64409312,-0.234522778,216823.6863,384768.2481
119,4009,4868.712192,01/01/1900 15:42,12.6,49.9,35,4758.4,city centre,19.12.2022,,54,51.44955296,6.267502969,35.240158,2022-12-19T14:43:10Z,,4009,310136.5893,5703360.698,40.0075,298.47,0.000309782,4868.619731,2.778603224,981187.2586,981186.5568,0.701840252,981186.5606,0.698047132,-0.00379312,-3.777749687,-2.318107992,-2.653658062,-2.989207654,-3.324757247,-3.660307556,-1.342199564,-4.464294321,0.686544635,216181.9902,384866.4828
120,4010,4867.27666,01/01/1900 15:51,12.6,49.9,38,4757,city centre,19.12.2022,,55,51.44940401,6.260744976,37.926254,2022-12-19T14:51:02Z,,4010,309666.4804,5703361.684,43.165,307.22,0.000309782,4867.181489,1.340360627,981185.8204,981185.5692,0.251157107,981185.5733,0.247062064,-0.004095043,-4.581974206,-3.007133661,-3.369166074,-3.731198488,-4.093230424,-4.455263315,-1.448129654,-5.309930621,0.727956415,215712.438,384844.262
121,4011,4865.789859,01/01/1900 15:55,12.6,49.9,41,4755.55,,19.12.2022,,56,51.45013399,6.25311099,41.012478,2022-12-19T14:56:18Z,,4011,309139.1789,5703462.718,45.4475,311.11,0.000309782,4865.693483,-0.147645427,981184.3324,981184.9293,-0.596937699,981184.9336,-0.601252239,-0.00431454,-5.685637517,-4.027521653,-4.408697887,-4.78987412,-5.171049638,-5.55222611,-1.524704456,-6.430890593,0.745253076,215180.8298,384919.1373
122,4012,4866.046204,01/01/1900 16:01,12.6,49.9,33,4755.8,,19.12.2022,,57,51.45099398,6.246908968,33.176918,2022-12-19T15:00:47Z,,4012,308711.9165,5703574.519,36.35,316.94,0.000309782,4865.948022,0.106893542,981184.5869,981187.8127,-3.225836669,981187.8162,-3.229282558,-0.003445889,-7.295900737,-5.969700013,-6.274573956,-6.579447661,-6.884321128,-7.189195071,-1.219495058,-7.483186262,0.187285525,214748.6012,385009.7034
123,3009,4865.73859,01/01/1900 16:06,12.6,49.9,,4755.5,Base Station III,19.12.2022,,43,51.45478997,6.241140962,26.741566,2022-12-19T09:36:26Z,BS3,3009,308327.1238,5704011.658,32.4675,321.81,0.000309782,4865.638899,-0.202229099,981184.2778,981189.3461,-5.068331908,981189.3492,-5.071412158,-0.003080249,-8.703677367,-7.519126605,-7.791437101,-8.063747596,-8.336058091,-8.608368825,-1.08924222,-8.358084454,-0.345592913,214342.7288,385427.2817
